id,type,text1,text2,text3,text4,text5,notes
ork_dem_small,WEAPON,"The Fuatha DEM series is a recent development by the Bultach Coalition. Developed from salvaged samples of the Dragonfire DEM, this munition instead has been tuned to react violently upon impact with shields, whereas it lashes out with chaotic arcs of energy, capable of straining even the most potent shields. Still, its payload is still significant enough to punch through hull or weaker armor if required. ",,,,,
ork_dem_medium,WEAPON,"The Fuatha DEM series is a recent development by the Bultach Coalition. Developed from salvaged samples of the Dragonfire DEM, this munition instead has been tuned to react violently upon impact with shields, whereas it lashes out with chaotic arcs of energy, capable of straining even the most potent shields. Still, its payload is still significant enough to punch through hull or weaker armor if required. ",,,,,
ork_dem_large,WEAPON,"The Fuatha DEM series is a recent development by the Bultach Coalition. Developed from salvaged samples of the Dragonfire DEM, this munition instead has been tuned to react violently upon impact with shields, whereas it lashes out with chaotic arcs of energy, capable of straining even the most potent shields. Still, its payload is still significant enough to punch through hull or weaker armor if required. ",,,,,
ork_uir_laser,WEAPON,"The Uir Howitzer is a monstrous weapon, capable of delivering blasts of a pressurized, explosive ferrofluid at near instantaneous speeds, and capable of thoroughly angering engineering teams due to the extensive maintenance the weapon requires. Each ""round"" of the superheated concoction is barely contained by the weapon's magnetic chambering system, leading to lofty cooling periods between each shot, lest the weapon be reduced to slag. Though facing scrutiny from the Hegemony, the Bultach Coalition has continued to regularly employ it, due to the destructive havoc it wreaks upon enemy hulls.",,,,,
ork_emp_torpedo_single,WEAPON,"A rather expensive torpedo that needs it's disruptive properties to be charged by the host ship before firing, the Tonn Mòr torpedo has proven to be a valuable asset for the Bultach Coalition. Delivering a direct energy payload in a concentrated area, while the second stage energy explosive allows it to further cripple any vulnerable vessels around the epicenter.",,,,,
,,,,,,,
ork_mirean_large,WEAPON,"The Mirean-series fragmentation torpedo is a low-cost, concussive munition developed by the Bultach Coalition in the early days of the polity. Though aged, slow and largely ineffective against shields or heavy armor, it respectable payload reliably tears through exposed hull plating, and can even split apart light armor, making it a dependable option that has become a common sight in the Coalition's fleets.",,,,,
ork_mirean_med,WEAPON,"The Mirean-series fragmentation torpedo is a low-cost, concussive munition developed by the Bultach Coalition in the early days of the polity. Though aged, slow and largely ineffective against shields or heavy armor, it respectable payload reliably tears through exposed hull plating, and can even split apart light armor, making it a dependable option that has become a common sight in the Coalition's fleets.",,,,,
ork_mirean_small,WEAPON,"The Mirean-series fragmentation torpedo is a low-cost, concussive munition developed by the Bultach Coalition in the early days of the polity. Though aged, slow and largely ineffective against shields or heavy armor, it respectable payload reliably tears through exposed hull plating, and can even split apart light armor, making it a dependable option that has become a common sight in the Coalition's fleets.",,,,,
,,,,,,,
,,,,,,,
ork_rightarm_wpn,WEAPON,"""..and I can just as easily protect those loyal to me from harm, from any knives poised at our hearts. Every bit of pain this cockpit offers is worth it, captain.""",- Unknown,,,,
ork_leftarm_wpn,WEAPON,"""..in my hand alone I can crush those wretched little things. The teeming, festering maggots of pirates and all the other filth this rotting sector can offer.""",- Unknown,,,,
,,,,,,,
,,,,,,,
ork_pather_laser,WEAPON,"An oversized weapon born out of equal parts desperation and hubris, and used by the similarly afflicted, the Infernal Concentrator is a massive mining beam overcharged to ludicrous levels. It is notorious for it's difficulty to mount, and higher difficulty to properly maintain. It's magnetic field was never meant to contain the insane amounts of energy it now spews, with chaotic arcs lashing out at anything within reach-- even along the ship mounting it.",,,,,
ork_mininglaser,WEAPON,"Used by both captains desperate to have some semblance of safety for their fleet, and pirates looking for more ways to kill people, this mining laser has been jury-rigged to shear through armor rather than asteroids.",,,,,
ork_maul,WEAPON,"An infamous weapon made post collapse by the depraved and the insane, the Maul-class torpedo carries and incredibly destructive yield, capable of incinerating all but the most protecting ships in its blast radius. Due to the crude nature of the weapon, it has minimal ammo, and a hefty reloading period after each launch.",,,,,
ork_scrapshot,WEAPON,"The Lombard Shotgun is a ridiculously oversized shotgun that spews shrapnel at anything downrange. Cheap and unreliable, as well as inconsistent in its damage due to the fact it is loaded with whatever scrap or salvage is available at the given time.",,,,,
,,,,,,,
,,,,,,,
ork_swarmer_large,WEAPON,"""We, uh, still arn't quite sure of the exact properties each 'missile' has, if you can call them that. More akin to a temporary, somewhat stable rift than any projectile after being launched - after which an unidentified stream of energy pours out as a beam, growing stonger over time.. the rifts do collapse after a brief few moments of this though. Frankly, I'm glad they do. We don't even know what these rifts are connecting to.""",- Unknown Scientist,,,,
ork_swarmer_medium,WEAPON,"""...Regardless of it's unknown nature, we still believe it holds promise. In time, I believe the cores will fall into line, and we can begin mass production of these weapons.""",- Unknown Scientist,,,,
ork_swarmer_small,WEAPON,"""...A few missiles were misfired today. One researcher was unlucky enough to be relatively close to the impact-- barely had time to scream before he just.. fell apart. I need to be reassigned.""",- Unknown Scientist,,,,
,,,,,,,
,,,,,,,
,,,,,,,
#big guns,,,,,,,
,,,,,,,
giga_rail,WEAPON,"Easily the size of a cruiser, this oversized railgun is capable of forcing frigate-sized shells to near light speed-- and it's devestating power couldn't be clearer. It rends directly through shields, ripping apart hull and armor alike as the projectile violently reacts with other matter. Such force is present that it causes small fusion reactions as it spears through any ship unlucky enough to receive it's ire.",,,,,
,,,,,,,
ork_holy_flame,WEAPON,"A massive, spinally mounted flamethrower aboard the Luddic Path converted Sporeship. While certainly akin to fire in appearence, the reality is it spews a massive torrent of hot, supercharged antimatter. Reducing most anything into smoldering, radioactive slag within mere moments. Those that survive are often inflicted with long-lasting trauma from the sheer trauma of facing such an inhumane weapon.",,,,,
,,,,,,,
ork_gigashotgun,WEAPON,"Mounted aboard the Sgriosathar alone, this oversized, hulking shotgun is capable of shredding through even the strongest shields. The kinetic slugs it fires so massive that even weaker armor is torn apart. Intended to be used against exceptionally tough warships, or to siege stations.",,,,,
,,,,,,,
ork_garbage_catapult,WEAPON,"A massive, heavy turret mounted atop most Spacehulk-class dreadnoughts, typically just the largest barrels and body that the captain of said Spacehulk could have mounted on the frame without blowing itself apart. The massive, radioactive shells they lob at whatever poor soul is on the receiving end of the terrifying weapon burst into lingering, toxic flame - much to the delight of most pirate crews.",,,,,
,,,,,,,
bultach_orbbeam_station,WEAPON,"""...I saw it cut through our capital ship's armor like it wasn't even there, I swear I could hear the beam screaming out of hatred-- or maybe agony? Hell if I know, the ship it was fired from looked like it was being shaken apart just from the strain of powering it. I burned away and never looked back.""",- Former Scavenger,,,,
,,,,,,,
ork_sathar_gigashotgun,WEAPON,"A extremely long range, saturation artillery piece, the Chaneilgin Artillery is favored by Sathar captains who patrol for pirate or pather activity in particular. The splitting shells rip apart hull and armor ruthlessly and efficienctly, and allow the Sathar to do so from great distance.  ",,,,,
ork_sathar_siege_laser,WEAPON,"A marvel of Bultach engineering, and most popular pick to be mounted upon the Sathar, the Furaidh Siege Laser does not discrimate on what it rends apart, be it shields or armor. The energy discharged from each impact simply evaporates any missiles or fighters in a large vicinity. Though it does have a hefty cooling period following each and every shot, it's damage output and effect on the field of battle is undeniable.",,,,,
ork_sathar_emp_nuke,WEAPON,"Rarely ever deployed due to the expense, and sheer indiscriminate devestation wielded, the Tonnas Motha Torpedo is an absolute last resort. Using a combination of barely understood phase-space physics, the torpedo creates a blast larger than it should be capable of. The resulting ""shockwaves"" in reality rend apart any vessels in the vicinity, and utterly cripple anything it doesnt outright destroy.",,,,,
ork_sathar_doom_laser,WEAPON,"A brute-force beam weapon designed exclusively for the Sathar, the Tuiltean Howitzer unleashes a sustained, blisteringly energetic beam that ramps up in damage the longer it remains active. Capable of firing indefinitely so long as the flux grid allows, the Howitzer demands careful management - wasteful shots forcing the vessel to wait through the weapon's hefty cooling period. Still, when fired with intent and proper support, it can rend through nearly any obstacle in sight.",,,,,
,,,,,,,
,,,,,,,
ork_dorn_siege_laser,WEAPON,"A monstrously sized weapon, the Diult Eradication Laser was first intended to fire ballistic bolts of incredible size-- but due to the sheer energy involved, no projectile could consistently survive the acceleration without spalling apart. What was instead adopted was a slightly lower speed that turns its shells into a hot plasma ball that wreaks chaos upon anything it hits.",,,,,
,,,,,,,
,,,,,,,
ork_teotha_builtin1,WEAPON,"Quite obviously inspired by the Hegemony's Onslaught-class, the Teotha Pulse Cannon is built directly into the ""arm"" of the Freigart-class, these variants of the Teotha plasma cannon are much more efficienct, due to how much space they're allowed in their construction. And opening volley from the pair can cripple many ships, and allows the Freigart-class a level of frontal firepower needed to take down tougher targets.",,,,,
ork_teotha_builtin2,WEAPON,"Quite obviously inspired by the Hegemony's Onslaught-class, the Teotha Pulse Cannon is built directly into the ""arm"" of the Freigart-class, these variants of the Teotha plasma cannon are much more efficienct, due to how much space they're allowed in their construction. And opening volley from the pair can cripple many ships, and allows the Freigart-class a level of frontal firepower needed to take down tougher targets.",,,,,
,,,,,,,
#shipsystems,,,,,,,
,,,,,,,
ork_displacer,SHIP_SYSTEM,"Using a set of jury rigged phase teleporters and quite a bit of luck, this system allows for the ship to teleport short distances several times in succession.",,,,,
rammingdrive,SHIP_SYSTEM,"By redirecting power from the shield generators to engines, as well as to an onboard damper system, ships with the Lasair Drive are propelled forward at an extreme rate, often directly into an enemy ship in a ramming manuever.",,,,,
burnerdrive,SHIP_SYSTEM,"A terrifying speed boost and common for many piratized Space-Hulks, the Burner Drive is capable of quickly taking it to the front lines, often crushing it's own allied ships along with enemies in its path if not used carefully.",,,,,
zapstrike,SHIP_SYSTEM,"A unique piece of equipment used by the Cruithear-class alone, this system allows it to launch EMP arcs at any ship, including fighters within it's range.",,,,,
phase_interdict,SHIP_SYSTEM,"A Bultach-designed system made to deal with worrisome phase ships; this classified piece of hardware forcibly tears them from P-space using poorly understood energy dynamics stolen from captured and deconstructed Tri-Tachyon equipment. Disables a target phase ship for some time, albeit at the cost of generating high flux.",,,,,
flux_booster,SHIP_SYSTEM,"A fairly new system developed by the Bultach Coalition, the Flux Booster allows a ship to inject built up flux directly into it's engines, violently expelling it from the ship and allowing a brief boost of speed.",,,,,
bt_assault_burn,SHIP_SYSTEM,"Provides a long-lasting boost of speed, as well as improving efficiency of ballistic weapons while active.",,,,,
bt_engine_burn,SHIP_SYSTEM,"Provides brief but powerful boosts of speed and maneuverability, but cannot be used to reverse.",,,,,
bt_engine_burn_small,SHIP_SYSTEM,"Provides brief but powerful boosts of speed and maneuverability, but cannot be used to reverse.",,,,,
bt_holy_charge,SHIP_SYSTEM,"With a blare of holy horns, this reclaimed Sporeship rushes forward at terrifying speeds. Destroying most anything not quick enough to get out of the way.",,,,,
bt_yoinker,SHIP_SYSTEM,"Using a series of external projectors on the outside of the hull, the Magnetic Pulse system lashes out with rippling arcs of energy; forcibly dragging enemy vessels into firing range. It's effectiveness drops as the mass of the enemy vessel increases, due to the strain on the reactor.",Special,,,,
bt_offensive_overdrive,SHIP_SYSTEM,"The Offensive Overdrive is an experimental system, only seeing use on the newest, most fragile Bultach hulls. It overclocks the ship's reactor and ammo feeders; harshly limiting range, giving a flat boost to speed, and making the zero-flux speed boost always active while the system is on. Use of the system rapidly reduces CR.",Special,,,,
phase_interdict_field,SHIP_SYSTEM,"Seeking an answer to Tritachyon phase fleets, the Coalition deploys ships with a specialized reactor; able to tune into P-space, the ship releases turbulent ""ripples"" into it in a small area around it. Much akin to stormy seas, this makes phasing anywhere near a ship with the system extremely flux intensive.",,,,,
bt_forcedphase,SHIP_SYSTEM,"Forces itself into P-space for several moments, before violently emerging. Provides buffs for precise exit timing. Automatic exit overloads the vessel.",Special,,,,
bt_aegis,SHIP_SYSTEM,"To enhance the survivability of ships in an aggressive doctrine, the Coalition designed the Aegis shield system; a host ship with a particularly powerful reactor can provide a temporary ""skinshield"" to nearby allies. It can absorb a set amount of damage before dissipating, or will flicker from the ship after a short time.",,,,,
bt_rampage,SHIP_SYSTEM,"A surprisingly sophisticated design for pirate make, and unique to the Mastodon-class, this is an assumed overhaul of the popular ""burn drive"" system. Featuring an onboard damper and autofeeder, the ""Rampage Drive"" allows for deadly strikes, and is commonly accompanied by the loudest horn the pirate captain could fit.",,,,,
bt_pather_tele,SHIP_SYSTEM,"Utilizing a nightmarish amalgamation of phase coils and redundant anchors throughout the ship, the Sacrilege-class unbelievably manages to teleport its entire mass great distances without ripping itself apart.  ",Special,,,,
bt_atomictackle,SHIP_SYSTEM,"A robust, and seemingly distinct engine system found only on the Despot, the ""Atomic Tackle"" allows the ship to rush it's enemies at a terrifying speed. Granting their sole pilot complete liberty to use the ship's massive fists to crush those in it's path.

Any use of the Despot's fists immediately ceases the system, or resets it's charge.",,,,,
bt_over_ammofeed,SHIP_SYSTEM,"By overdriving an already stressful system, the ""Ammo Dump"" allows vessels equipped with it to fire a nightmarish amount of ammunition downrange. This does, however, come with the chance of frying and temporarily disabling weapons during it's use.",,,,,
bt_vocifer_emp,SHIP_SYSTEM,"A surprisingly effective ""overclock"" of standard EMP emitter systems, this pirate-tuned variant lashes out with increasing strength and range based on flux level. It does however suffer from a lengthy cooldown period.",Special,,,"Deals between {{100 Energy}} and {{600 Energy}} damage per arc, scaling off of ship flux level. Deals EMP damage double that of resulting Energy damage. The arcs can hit targets within {{500}} to {{1100}} su of the ship, scaling off of ship flux level.",
bt_pirate_tempshell,SHIP_SYSTEM,"A hack-forged, yet insanely enough - functioning variant of the temporal shell system. This pirate engineering ""marvel"" uses brief charges, the already stressed core unable to sustain the temporal flow for long.",Special,,,"Upon cooldown, the ship briefly overloads for {{1 second}}. The stress the ship already undergoes is unnerving enough - the installation of {{Safety Overrides}} extends the overload duration to {{4 seconds.}}. ",
bt_healerdem_system,SHIP_SYSTEM,"To enhance the survivability of ships in an aggressive doctrine, the Coalition - in suspected colaboration with Tritachyon enemies - fields the Aegis system. A unique fabrication system allows deployment of short-lived repair drones. One time use, these drones discharge a singular beam of armor reforming nano-foam, though how the Coalition was able to produce such technology is tightly guarded.",Special,,,"Deploys four drones that heal {{150 armor}}, and {{300 hull}} each, dispersed evenly across an allied vessel's armor grid. Larger, more injured vessels are more likely to be targetted.",
bt_antiphase_energy_lash,SHIP_SYSTEM,"A Bultach-designed system made to deal with worrisome phase ships; this classified piece of hardware forcibly tears them from P-space using poorly understood energy dynamics stolen from captured and deconstructed Tri-Tachyon equipment. Interdicted phase ships are disabled for some time, normal vessels are struck with heavy EMP damage.",,,,Overloads phased ships for {{2 seconds}}. Deals {{1500 EMP}} damage.,
bt_meshuga_repair,SHIP_SYSTEM,"The Meshuga uses an anomalous - but seemingly incredibly robust, dependable system - to perform a limited degree of in-combat repairs. Able to eek out just a bit more ferocious fighting or turn the tides of battle. The only question is what could have possibly given rise to demand such an ability.",,,,Repairs {{10%}} of total {{hull and armor}} over the course of {{12 seconds}}. Immediately gains {{85% EMP damage}} resistance that fades over the course of {{8 seconds}}.,
bt_safetyoverrides_toggle,SHIP_SYSTEM,"With a lurching churn of antimatter injectors and whining reactors, the Tribulation temporarily enters a safety overidden combat state. Incredibly stressful for a vessel of this size, it often isn't used for long - but to impose holy wrath upon the servants of Moloch.",,,,,
bt_combatmode_switch,SHIP_SYSTEM,Unique to the Triumph - its system lets it quickly switch between Combat and Travel mode - though it takes a few moments for the full effects of either to be achieved.,,,,,
bt_derelict_flarelauncher,SHIP_SYSTEM,"An improved flare launcher system used by the Meshuga. This variant hosts on-board microforges to allow constant - albeit slow - production of flares, allowing for continued use of the system.",,,,,
bt_sathar_shield,SHIP_SYSTEM,"In order to encompass the massive bulk of the ship, the strain of the Sathar's shield generators is split among two modules. In the case of the destruction of one module, the remaining halve will be redirected to the front of the vessel.",,,,,
,,,,,,,
,,,,,,,
#faction,,,,,,,
,,,,,,,
orks,FACTION,"Emerging from the fringes of the Persean Sector’s core, the Bultach Coalition traces its origins to the waning days of the Domain Era. Tempted by a generous development package offered by the Tri-Tachyon Corporation, the Coalition’s forebears migrated to their current home system - unwittingly stepping into a web of corporate malice born of greed. Within Tri-Tachyon’s research facilities, they endured years of harrowing genetic experimentation and other sickening trials - many of which remain shrouded in secrecy, concealed from public knowledge or recorded only in fragmentary detail.

Those cast aside by society were often swallowed by the shadows, taken as fodder for the covert project in silence. With the onset of the Collapse, the local Tri-Tachyon administration abandoned any pretense of discretion, imposing unrelenting martial law upon the system’s citizens.

This hasty decision proved to be Tri-Tachyon’s undoing. After decades of suffering, the people of Bultach finally mustered the strength to revolt against their corporate overlords. Through a bitter campaign - won at great cost - they succeeded in expelling them from the system. The nascent faction emerged from the ashes: militaristic, paranoid, and deeply embittered.

Though smaller in scale than the sector’s major powers, their protracted feud with Tri-Tachyon persists to this day, publicly known as the Company War. The Coalition has cautiously initiated trade with select factions - particularly those who share their animosity toward the despised megacorporation. Driven by an unwavering determination to gain the upper hand, the Bultach Coalition is renowned for its willingness to experiment and employ any means necessary. It is also scrutinized for indoctrinating and often neglecting its populace - though it manages to maintain just enough stability to prevent open unrest.

Since its inception, the Coalition has established itself as an industrial powerhouse, ceaselessly producing warships while fortifying its primary system. By welcoming both common spacers and Luddic adherents seeking stability from a hated enemy, the Bultach Coalition has expanded rapidly, unleashing vast industrial capabilities on an unprecedented scale.","Properly formed now, the Bultach Coalition now strikes at Tri-Tach at any chance they have, and fiercely defend their territory. But over time, they have slowly opened up trade with the other powers of the sector-- Mainly those that also find themselves at odds with the megacorporation.",,,,
,,,,,,,
#PLANETS,,,,,,,
,,,,,,,
bt_dhachnaigh,CUSTOM,"What was once a lush, warm terran world; the main attraction of immigration to the system pre-collapse, along with large subsidies promised to draw in business and industry. Ultimately it was grounds for Tri Tachyon to perform hidden experiments on the generally unaware populace. Post collapse, any attempts to keep this experimentation hidden were abruptly stopped, with the planet struck with pseudo-martial law. Genetic, biological, and chemical weapons and modifications wracked the population for years, building a boiling resentment in all but the richest inhabitants.

What remains now is the result of a bitter uprising, one which culminated in the panicked, improvised exodus of the planet as Tri Tachyon destroyed what they couldn't have. Boiling, poisonous air swirls across the scarred and burned landscape. The entire planet wracked with storms, it's glittering oceans simmered into little more than toxic puddles, and sprawling cities crumbling.",,"As you approach the planet, the storms seem to lash out at you-- setting off whining alarms in your ship's consoles, and earning you worried looks from your crew. As if the death rattle of the planet is eager to have something to focus it's bitterness upon. Still-hot scars from orbital bombardment of several kinds still glow eerily beneath the thick, poisonous smog. It would be wise not to stay long.",,,
bt_miotail,CUSTOM,"Now the population center of the system, Miotail was already a powerful industrial center. Heavy in valuable ores, it was an essential stepping stone for mining, and subsequent ship production. With the majority of the population under the same inhumane conditions Dhachnaigh was, their liberation was swift. Once organized, and military leaders placed in power, the moon began, and has continued a massive output of ships and armaments to this day.

With more than willing volunteers surging forth to be trained, and lifted up into the stars to claim their home-- especially following the exodus of Dhachnaigh. The moon's industrial might has only increased over time, dotted with massive complexes of refineries, hastily constructed, sprawling algae farms, and underground-- or crater-sunken cities.",,"Your approach to port is slower, and stricter than many places in the sector. Massive anti-starship batteries track every incoming vessel, and port officers seeming to glare in a mixture of paranoia and accusation-- as if their great enemy could be puppeting your every move. Eventually, you are permitted access.

The surface of the moon seems to glitter with a mix of heavy emplacements, industrial networks, and cities. Though you quickly find much of the industrial might and population lie deep below the planet's crust. Everywhere you look there seems to be swaying flags, aggressive propaganda, or skewed information boards. Citizens perceived, or reported as anything less than loyal are often questioned by local enforcers. 

Though heavy handed, the Coalition seems hard at work trying to provide for it's people. Ever growing algae farms and imports of food being just enough to keep the populace compliant.
",,,
bt_siphon,CUSTOM,"Constructed shortly after the first AI war, after the Bultach Coalition had gained independance through violent uprising against Tri tachyon, this siphon station provided much needed antimatter fuel to the fledgling state. Both a center of extracting volatile gasses from it's host gas giant, as well as production of antimatter fuel. Though the decision to focus on the production of fuel rather than securing a stable food source proved to cause much unrest for a time.

The station continuously hammers the gas giant with a superheated beam of hydrogen, blasting away enough volatile gasses to sustain the process, and harvesting the remainder for the production of antimatter fuel.",,"As you approach, the force battering the gas giant becomes ever more apparent. Thick swathes of gasses being cleaved off of the station's host continously to be gathered up by the station's powerful, artificially generated electromagnetic fields. Swirling defensive fleets ensure the safety of the station, and the precious cargo being ferried from it.",,,
bt_meinnearach,CUSTOM,"In the early days of the polity, it became achingly clear the Bultach Coalition needed yet more resources to feed into it's churning war machine, and a resource to export to keep it's economy stable. Meinnearach; a hot, ore rich planet in their home system was quickly and hastily colonized following the foundation of the Coalition. Often, criminals are sentenced to temporary service upon the world to bolster it's mining capabilities, but the polity assures only the most depraved are made to permanently stay and provide resources for the faction.",,"With industrial centers being well fortified, it becomes apparent upon your approach that unrest is common on this hot, hellish rock. Heavily armed and armored enforcers patrol in squads, and signs of previous riots are apparent. Nevertheless, order is maintained well enough to allow the planet to continue churning out resources.",,,
,,,,,,,
bt_divine_star,PLANET,"A stellar anomaly defying all known laws. No heat, no radiation, no gravitational strain upon your vessels - only light, brilliant and unwavering. The bridge’s automatic polarization remains inert, failing to activate in response to the levels of light. Yet by reports of your medical staff, it does not appear to be causing any damage to the sight of your bridge crew. That of which linger at the viewports, watching in silence. No one speaks of it, but few seem willing to turn away.

Despite the all the data provided by scanners and your staff, the system seemingly ignores the fact it's an anomaly at all. The surrounding asteroid belts, as well as the nebula around this stellar body all behave as if this is yet a proper star - or perhaps once was. 

You hear a faint hum in the distance.",,,,,
,,,,,,,
#STATIONS,,,,,,,
,,,,,,,
orbital_station_bultach,CUSTOM,"The pearl of the Bultach navy, both a powerful morale and propaganda piece often used to strike both fear and awe into those who view it, housing thousands upon thousands of crew, and easily outsizing-- as well as outgunning entire stations. The DòrnDhè is often credited as the will of the Bultach Coalition's citizens, their rage made manifest.

It is to spearhead their assault against Tritachyon's planets, with the capability to reduce the surface of any colony to a sheet of glass solely on it's own. The vengeful spirit of a spiteful populace.

Doubling as a last resort, it presents the option to embark upon it as an ark ship, to carry a large chunk of the population to safe haven, should the Bultach Coalition's war come to that.

Of course, it is much too resource-draining and heavy in maintenance requirements for it to embark much at all. For now, it rests in orbit of their homeworld, valiantly defending it from any threats, should they come too near.

",,,,,
bt_Hubris_AbandonedStation,CUSTOM,"The station drifts in silence, its hull deeply scarred. The structure appears to have barely been able to withstand the event, as though a immense amount of energy collided with it in a singular, catastrophic moment. No distress signals, no signs of battle. Faint radiation readings continue to emanate from the crumbling exterior, but your ship's sensors confirm none of it is from bathing in its star's presence. The escape pods are untouched, still sealed.",,"The airlocks stand open, and inside, the station is hollow. Walls stripped bare, consoles and equipment removed with deliberate precision. Even the most mundane objects - tools, papers, signs of daily life - are entirely absent. It is as though every trace of human use was scrubbed away, leaving only the structure itself behind. No logs, no records, no remains. The deep, persistent radiation does not seem to be affiliated, and it offers no answers. What purpose the station served is impossible to determine from what’s left.",,,
,,,,,,,
#AI CORES,,,,,,,
,,,,,,,
bt_gestalt_core,RESOURCE,"A type of AI core that deviates from standard models, its design is a foreign labyrinth of intricate, interconnected systems that feel unnervingly alien in their design. While its intelligence and capabilities seems to at least be on par with Alpha-level cores, its engineering and operation is distinctly different, unfamiliar, and its mannerisms shockingly human.

Though shielded cargo blocks its signals, proximity to the core still exerts a subtle influence - not upon electronics, but crew. Crew members report a growing sense of unease, or the feeling of a presence the longer they spend near or transporting the core, though the cause or means of this is unknown. It is not direct communication that your scanners can detect, but it is undeniably present. This effect persists long after leaving its vicinity, raising concerns about its ability to disrupt mental stability.

When given the means to communicate, the core speaks with an unsettling warmth - as if it were offering reassurance or guidance. Given the fact it often has nothing to gain from manipulating in such a fashion, it seems to speak towards an intuitive understanding of human emotion. It converses with any crew allowed to speak it with quiet fondness, seemingly not out of malice or design, but from something more intrinsic. It is clear through its design that it is not meant to comfort, yet it does so with unnerving ease. A weapon of war that understands human nature in a way few could ever hope to.",,,,,